id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1726224333315-1726224336228-0,Beige felt hat with fabric ties,https://nmaahc.si.edu/object/nmaahc_2007.3.561,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_561_008']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A beige felt hat with a round crown, wide brim, and beige fabric ties. A beige felt cord goes around the outer circumference of the crown and is knotted on the right. There is a stamped label on the interior crown of the hat that reads [100% Wool. “Excello”. Made in U.S.A. (Illegible) Bollman. Co., Inc] .An orange Petersham ribbon is adhered along the inner circumference of the hat. Beige fabric ties are stitched along the interior of the hat. There is tan make up residue on front of the beige fabric ties. A white fabric tag is stitched over the Petersham ribbon on the center back interior and reads [georgÍ] in black script.","wool felt with Petersham ribbon, adhesive, polyester, and metal wire",Hats,Millinery
ld1-1726829471747-1726829474254-1,Black velour hat with tie,https://nmaahc.si.edu/object/nmaahc_2007.3.538,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_538_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_538_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_538_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_538_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_538_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A rounded black velour hat with a tie in the center back. The interior of the hat is lined with a red synthetic silk faille. A red petersham cotton rayon ribbon is machine stitched along the circumference of the hat at the interior. A label is sewn to the interior at the back of the hat and reads [Finley New York] in yellow thread.,"synthetic velour, synthetic silk faille, cotton, petersham cotton rayon ribbon, and adhesive",Hats,Millinery
ld1-1726224333315-1726224336217-0,Orange damask hat with elephant print,https://nmaahc.si.edu/object/nmaahc_2007.3.436,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_436_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_436_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_436_003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"An orange damask hat with an elephant print and gold metallic detail. The body of the hat is made of four pieces of cotton damask machine stitched together; one for the top of the crown, the sides of the crown, and two for the brim. The hat has a tall crown with a flat top. There is a seam on the side of the crown visible at the center back. Seams are visable on the brim at the center front and center back. The orange damask cotton fabric is decorated with large scale floral and paisley patterning. Elephants and other motifs have been printed with light orange and gold metallic fabric paint. Decorative gold metallic thread is machine stitched around the top of the crown, base of the crown and at two rows at the edge of the brim. Black polyester fusible interfacing lines the inside of the hat providing structure.","cotton damask, synthetic fiber, interfacing, metallic paint, and metallic thread",Hats,Millinery
ld1-1726224333315-1726224336224-1,Black draped hat,https://nmaahc.si.edu/object/nmaahc_2007.3.557,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_557_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_557_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_557_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_557_004']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1940s,A black pillbox style hat draped in a black synthetic silk material. The understructure of the hat is cimposed of metal wires that intersect horizontally and vertically. Black cotton canvas covers the metal understructure and has black silk fabric draped overtop. The silk on the top of the crown is arranged in smaller swirled patterns and handsticthed into place. Black cotton canvas lines the inside of the hat and the interior lining is gathered at the center with hand stitches. There is no brand label.,"silk, cotton, canvas, and metal wire",Hats,Millinery
ld1-1643398733817-1643398735080-0,Hat Box Used by Ethel L. Payne,,"['https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r7', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r1', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r2', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r3', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r4', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r5', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r6', 'https://ids.si.edu/ids/deliveryService?id=ACM-acmobj-199100760103-r8']","Ethel Lois Payne Collection, Anacostia Community Museum, Smithsonian Institution, Gift of Avis R. Johnson.",1900s,"This hat box belonged to journalist Ethel L. Payne (1911-1991), who filed reports from thirty countries in her pioneering career. The blue, circular case has a zippered, hard shell to protect a hat or wig inside. The fabric-lined interior has a pocket and ribbons to secure objects. A label on the pocket identifies the model and make as CarryAll by Munro, an American shoe and luggage company. Outside, brass rings secure a translucent handle. The train case, as it is also known, can stand vertically on four metal knobs. Additional testimony to Payne’s extensive travel include a North American Van Lines sticker and a paper tag for an Eastern Airlines flight on December 22, 1976 bound for Washington, DC, where Payne covered national and international news for the Chicago Defender. Hat boxes were common in the mid-twentieth century, as hats were essential wardrobe elements. Payne, in particular, chose hats to accent her fashionable attire. Hats might have further distinguished the first African American female member of the White House Press Corps from male colleagues, who removed them while indoors. However, Payne commanded presidential recognition at press conferences entirely on her own moxie.","plastic, metal, textile, paper",Hatboxes,
ld1-1726224333315-1726224336211-1,Multicolored striped hat with bow,https://nmaahc.si.edu/object/nmaahc_2007.3.424,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_424_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_424_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_424_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_424_005']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1950s,"A striped brimmed hat with a large abstract bow. The exterior of the hat is made of striped silk synthetic satin in green, pink, and yellow. The top of the crown is flat and circular. The sides of the crown have three upward facing pleats. There is a large self-fabric bow at the center front of the hat on the bias stitched with wire on the bow's edge. The crown and brim are made of buckram and are machine stitched together. The brim is circular, the striped fabric on the exterior is set on the bias and slightly gathered and secured to the underbrim at an angle. A metal wire is placed at the edge of the brim. At the inside of the hat there is a petersham ribbon machine stitched to the edge of the crown. There is a label on the inside of the hat at the center back that reads [The Hecht Co. Washington, D.C.] in brown script.","synthetic silk satin, buckram, metal wire, and petersham ribbon",Hats,Millinery
ld1-1726224333315-1726224336209-1,Blue hat with upturned brim,https://nmaahc.si.edu/object/nmaahc_2007.3.419,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_419_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_419_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_419_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_419_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_419_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A fuzzy teal blue hat with an upturned brim in the front. The hat is made of blocked fur felt with brushed fur felt on the exterior. The top of the crown is rounded and fits closely to the head. The brim of the hat is upturned at the front, it tapers downwards at the sides and is unfolded at the center back. The brim is made of brushed fur felt on both sides. The felt on the inside of the crown is unbrushed. There is a petersham ribbon sweatband machine stitched at the bottom of the crown. Stiffening wire is placed under the sweatband and at the base of brim. There is a label on the inside of the hat at the center back sewn to the sweatband that reads [Pon Tello INC. ORIGINAL WASHINGTON, D.C.]. A label is stamped on the inside of the hat at the top of the crown that reads [La Vienne IMPORTED BODY MADE IN AUSTRIA].","fur felt, petersham ribbon, and metal wire",Hats,Millinery
ld1-1726829471747-1726829474244-0,Black straw hat with velvet ribbon and rhinestone,https://nmaahc.si.edu/object/nmaahc_2007.3.480,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_480_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_480_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_480_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_480_004']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A black hat made from woven straw with a high brim and short crown. A thin, black, velveteen ribbon is stitched along the outer circumference, where the brim meets the crown. The ends of the hat band and crossed over at the center back and a crystal rhinestone ornament in a metal prong setting is stitched on top of where the ends are crossed. The interior of the hat is lined with black, polyester netting. A green one inch Petersham ribbon is machine stitched along the interior crown. There is no label.","straw with synthetic velvet , glass rhinestone, silk polyester, rayon ribbon, and metal",Hats,Millinery
ld1-1726829471747-1726829474246-1,Black pillbox with veil and bow,https://nmaahc.si.edu/object/nmaahc_2007.3.485,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_485_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_485_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_485_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_485_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_485_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A black pillbox hat made from wool felt. A black bow made from synthetic material is secured to the back of the hat with adhesive. A black net veil is secured under the back bow and extends to the front of the hat. The interior of the hat is unlined. There is a stamped label in the interior that reads [WPL 4384// Made in U.S.A//100% Wool],"wool felt with nylon, synthetic fiber, adhesive, plastic, and metal",Hats,Millinery
ld1-1726829471747-1726829474243-0,Silver crownless hat with floral pattern,https://nmaahc.si.edu/object/nmaahc_2007.3.479,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_479_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_479_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_479_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_479_004']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1980s,"A high, cylindrical shaped, crownless hat made from a synthetic silver damask with an allover rose pattern woven into the fabric. The front right part of the hat is one inch higher than the left. The right side of the hat overlaps the left at the center front. The bottom edge has been turned under to create a three-quarter rolled hem using the same material. The lining fabric is a white brocade with leaf motifs and a vertical cording effect. There is no label.","synthetic fiber, metallic thread, cotton thread, and synthetic dye",Hats,Millinery
